index,area_type,availability,size,total_sqft,bath,balcony,price
4537,Super built-up  Area,1,3,1200,2,2,75
4538,Super built-up  Area,1,5,1410,2,3,50.06
4539,Plot  Area,1,6,1200,5,2,92
4542,Super built-up  Area,1,3,1060,2,1,58
4543,Super built-up  Area,0,7,3960,5,3,386
4547,Super built-up  Area,1,3,950,2,1,40
4550,Super built-up  Area,1,3,1235,2,2,60
4551,Super built-up  Area,1,1,722,1,0,46
4552,Plot  Area,1,6,2775,3,1,165
4553,Built-up  Area,1,3,1200,2,1,93
4555,Built-up  Area,1,5,1225,3,3,60
4557,Super built-up  Area,1,1,705,1,1,52.5
4558,Super built-up  Area,1,5,1880,3,2,94.36
4560,Built-up  Area,1,5,1550,2,1,60
4561,Super built-up  Area,1,5,1893,3,1,130
4562,Super built-up  Area,1,5,1650,3,2,75
4563,Built-up  Area,1,3,1113,2,2,46
4566,Super built-up  Area,1,5,1586,3,3,70
4567,Plot  Area,1,4,4000,3,1,235
4568,Super built-up  Area,1,5,1541,3,3,80
4569,Super built-up  Area,0,5,1830,3,2,101
4572,Super built-up  Area,0,3,1015,2,1,40
4573,Super built-up  Area,1,3,1120,2,2,37.95
4574,Super built-up  Area,0,1,706,1,1,48.24
4577,Plot  Area,1,4,1900,3,1,99
4579,Built-up  Area,1,7,3000,5,3,150
4580,Super built-up  Area,1,5,1075,2,1,42
4581,Super built-up  Area,0,3,1290,2,3,80
4582,Super built-up  Area,1,3,1200,2,1,50
4583,Built-up  Area,1,3,1150,2,1,53.11
4587,Super built-up  Area,1,5,1730,3,3,140
4594,Super built-up  Area,0,7,3216,5,2,300
4596,Super built-up  Area,1,5,1991,4,2,88
4597,Super built-up  Area,1,3,1115,2,1,60
4598,Super built-up  Area,1,5,1900,3,3,150
4599,Super built-up  Area,0,3,1109,2,1,41.49
4600,Super built-up  Area,1,7,2340,5,1,129
4602,Plot  Area,1,6,4356,5,1,850
4603,Super built-up  Area,1,3,1005,2,1,43
4604,Super built-up  Area,0,1,416,1,1,19.5
4605,Super built-up  Area,1,3,1394,2,1,100
4606,Super built-up  Area,1,5,2138,3,2,110
4607,Built-up  Area,1,5,1550,3,2,160
4608,Super built-up  Area,1,5,1300,3,1,80
4609,Super built-up  Area,1,3,1265,2,2,82
4611,Carpet  Area,1,3,1050,2,3,40
4613,Super built-up  Area,0,3,1012,2,1,59
4614,Plot  Area,0,6,1600,4,3,112
4615,Super built-up  Area,1,3,1326,2,2,57
4619,Super built-up  Area,1,5,1700,3,2,95
4620,Carpet  Area,0,3,910.2,2,1,80.64
4622,Plot  Area,1,6,4960,4,3,400
4623,Super built-up  Area,0,5,2254,3,2,170
4625,Super built-up  Area,0,7,2462,6,2,150
4627,Super built-up  Area,0,1,615,1,1,44
4629,Super built-up  Area,0,1,575,1,1,88
4630,Super built-up  Area,0,3,1025,2,1,54.1
4631,Built-up  Area,1,5,1758,3,2,95
4632,Super built-up  Area,0,7,3179,5,3,351
4633,Super built-up  Area,1,5,1342,3,3,92
4634,Super built-up  Area,1,5,1800,3,2,85
4637,Super built-up  Area,0,3,1608,2,2,85
4639,Super built-up  Area,0,5,1410,2,1,56.4
4642,Built-up  Area,1,6,3800,4,2,600
4643,Super built-up  Area,1,5,909,2,1,40
4645,Super built-up  Area,1,3,1080,2,2,73
4647,Super built-up  Area,0,3,1092,2,1,60
4648,Super built-up  Area,1,5,1932,4,3,135
4649,Super built-up  Area,1,3,1156,2,1,72
4651,Super built-up  Area,1,3,1330,2,1,75
4652,Super built-up  Area,0,5,1917,4,2,113
4653,Super built-up  Area,0,3,985,2,1,25.12
4660,Super built-up  Area,1,5,1785,3,3,118
4662,Super built-up  Area,0,5,1645,3,2,120
4663,Super built-up  Area,1,3,1235,2,2,63
4665,Super built-up  Area,1,1,662,1,1,42
4667,Super built-up  Area,0,3,1215,2,1,62
4668,Super built-up  Area,1,3,845,2,1,37
4669,Super built-up  Area,1,5,1525,2,2,87
4670,Built-up  Area,1,3,1000,2,2,48
4671,Super built-up  Area,0,5,1255,2,1,90
4672,Super built-up  Area,1,5,1560,3,2,120
4674,Super built-up  Area,1,5,1620,2,2,85
4675,Super built-up  Area,1,5,1595,3,2,90
4677,Built-up  Area,1,3,835,2,0,37
4678,Super built-up  Area,0,5,2182,3,2,72.04
4681,Super built-up  Area,0,5,2700,5,2,175
4682,Super built-up  Area,1,3,1070,2,1,48
4685,Super built-up  Area,0,1,755,1,1,42.41
4686,Super built-up  Area,0,5,1645,3,2,117
4688,Super built-up  Area,0,1,645,1,1,16.45
4692,Built-up  Area,1,3,919,2,0,28
4694,Super built-up  Area,0,3,1346,2,1,71.32
4695,Built-up  Area,1,3,1070,2,2,45
4696,Super built-up  Area,1,3,1225,2,1,35.52
4698,Built-up  Area,1,1,640,1,1,20.5
4701,Super built-up  Area,1,5,1645,3,2,87.5
4702,Super built-up  Area,1,3,1350,2,1,89
4703,Super built-up  Area,1,3,1404,2,1,68.8
4704,Super built-up  Area,0,5,1105,2,1,35
4705,Super built-up  Area,0,3,900,2,1,41
4709,Super built-up  Area,0,5,1948,3,2,130
4713,Super built-up  Area,1,3,1252,2,2,55
4716,Super built-up  Area,1,5,2600,3,2,140
4717,Super built-up  Area,1,5,1300,3,2,89.13
4718,Super built-up  Area,1,3,1130,2,2,73
4720,Built-up  Area,1,5,1690,3,2,125
4723,Super built-up  Area,1,3,1020,2,1,57
4726,Built-up  Area,1,3,915,2,2,37
4727,Super built-up  Area,1,5,1450,3,3,68
4728,Super built-up  Area,1,5,2215,4,2,156
4729,Super built-up  Area,1,5,2431,3,1,100
4730,Super built-up  Area,0,5,1804,3,2,102
4731,Super built-up  Area,0,3,1600,3,2,88
4732,Super built-up  Area,1,3,1280,2,2,75
4733,Super built-up  Area,0,5,1255,3,2,77.68
4734,Super built-up  Area,1,3,1320,2,1,150
4735,Super built-up  Area,1,3,1257,2,1,69
4736,Super built-up  Area,1,3,1240,2,1,53.27
4738,Plot  Area,1,10,1850,6,3,150
4739,Super built-up  Area,1,3,1255,2,3,66
4741,Super built-up  Area,1,5,1789,3,2,98
4743,Super built-up  Area,1,3,660,1,1,18
4745,Super built-up  Area,1,3,1155,2,3,56
4746,Super built-up  Area,1,3,1235,2,2,65
4747,Plot  Area,1,6,2675,4,2,140
4748,Super built-up  Area,1,3,1025,2,2,50
4749,Built-up  Area,1,5,1395,2,2,72
4750,Super built-up  Area,1,5,1530,2,2,74.4
4751,Super built-up  Area,1,5,1252,2,1,71
4752,Super built-up  Area,0,3,1081,2,1,30.27
4753,Super built-up  Area,1,5,1255,3,1,130
4755,Super built-up  Area,1,5,1220,3,2,56
4757,Super built-up  Area,1,5,1180,2,1,60
4758,Super built-up  Area,1,1,715,1,2,29
4759,Super built-up  Area,1,3,1230,2,3,94.5
4760,Super built-up  Area,1,3,1035,2,2,45.5
4761,Super built-up  Area,1,7,3360,5,0,225
4762,Super built-up  Area,1,5,1300,3,2,77.99
4763,Super built-up  Area,0,5,1100,3,1,52.97
4764,Super built-up  Area,1,3,1216,2,1,84
4766,Super built-up  Area,1,1,705,1,1,57
4767,Super built-up  Area,1,5,1385,3,2,64
4769,Super built-up  Area,0,5,1310,2,1,32.75
4770,Built-up  Area,1,3,1043,2,1,39.5
4771,Super built-up  Area,1,3,1320,2,2,110
4773,Super built-up  Area,1,3,1140,2,2,39.9
4774,Built-up  Area,1,3,1100,2,1,45
4775,Super built-up  Area,0,5,1586,3,2,90
4776,Super built-up  Area,0,3,975,2,1,24.86
4777,Built-up  Area,1,3,1365,3,2,60
4778,Super built-up  Area,0,3,1263,2,0,107
4779,Super built-up  Area,1,5,1565,2,2,59.76
4780,Plot  Area,1,4,1163,3,2,180
4781,Super built-up  Area,0,7,2882,5,1,204
4782,Super built-up  Area,1,5,2320,3,2,170
4783,Built-up  Area,1,5,1750,3,3,99
4784,Super built-up  Area,1,3,1143,2,1,55
4785,Super built-up  Area,1,5,1936,3,1,118
4786,Super built-up  Area,1,3,660,1,1,15
4787,Super built-up  Area,1,3,700,1,1,19
4789,Built-up  Area,1,7,4640,4,2,600
4790,Super built-up  Area,1,3,1000,2,2,41
4791,Super built-up  Area,1,3,1000,2,1,35
4792,Super built-up  Area,0,3,818,2,1,26
4793,Built-up  Area,1,6,1680,3,0,135
4794,Super built-up  Area,1,7,2422,3,2,150
4795,Super built-up  Area,1,3,1145,2,2,100
4796,Super built-up  Area,0,5,1190,2,2,30.35
4797,Super built-up  Area,0,3,1145,2,1,62
4804,Super built-up  Area,0,3,700,2,1,34.98
4805,Built-up  Area,1,3,950,2,0,38
4807,Super built-up  Area,1,3,1085,2,1,70
4809,Super built-up  Area,1,3,1165,2,1,45
4810,Built-up  Area,1,3,1000,2,1,35
4811,Super built-up  Area,0,3,1169,2,1,64
4813,Super built-up  Area,1,5,1840,3,2,140
4814,Built-up  Area,1,5,1550,3,1,75
4816,Built-up  Area,0,3,1457,2,3,60
4819,Plot  Area,1,4,1500,3,2,88
4821,Built-up  Area,1,3,1165,2,2,75
4825,Super built-up  Area,1,5,1430,2,2,54.11
4828,Plot  Area,1,6,900,2,1,115
4830,Super built-up  Area,1,5,1500,2,1,78
4832,Super built-up  Area,1,1,780,1,1,55
4833,Built-up  Area,1,3,1220,2,1,80
4834,Super built-up  Area,1,3,1110,2,2,43
4838,Super built-up  Area,1,3,1130,2,2,78
4839,Super built-up  Area,0,3,1213,2,1,59.32
4840,Super built-up  Area,1,3,900,2,2,45
4841,Super built-up  Area,1,3,1199,2,1,85
4845,Super built-up  Area,0,1,661,1,1,36
4847,Super built-up  Area,1,5,1710,3,2,100
4848,Built-up  Area,1,3,1030,2,2,50
4849,Super built-up  Area,1,5,1220,3,2,56
4854,Super built-up  Area,1,5,1751,2,1,115
4855,Built-up  Area,1,2,800,1,0,170
4856,Super built-up  Area,1,3,1255,2,2,79
4857,Super built-up  Area,0,5,1778,3,2,122
4858,Super built-up  Area,1,3,1100,2,1,45
4859,Super built-up  Area,1,3,1480,2,2,65
4860,Super built-up  Area,0,3,1358,2,1,81
4861,Built-up  Area,1,1,580,1,1,27
4862,Super built-up  Area,0,3,1197,2,1,63
4864,Super built-up  Area,1,5,1705,3,1,110
4865,Built-up  Area,0,5,1310,2,1,37.83
4866,Super built-up  Area,0,3,1132,2,0,67.9
4869,Super built-up  Area,1,5,1575,3,2,90
4870,Super built-up  Area,1,3,1302,2,1,66
4872,Super built-up  Area,0,5,2006.8,4,2,196
4876,Built-up  Area,1,0,435,1,1,19.5
4877,Super built-up  Area,1,5,1590,3,0,120
4878,Built-up  Area,0,3,1140,2,1,33.06
4879,Super built-up  Area,1,3,1090,2,2,59.8
4880,Super built-up  Area,1,5,1922,3,3,106
4881,Super built-up  Area,1,3,965,2,1,67
4883,Super built-up  Area,1,3,1062,2,1,42.47
4884,Super built-up  Area,0,3,888,2,0,32.67
4885,Super built-up  Area,1,5,1358,2,1,43.1
4886,Super built-up  Area,0,3,1108,2,1,87
4887,Super built-up  Area,0,3,1197,2,1,79
4888,Super built-up  Area,0,3,1190,2,1,50
4889,Super built-up  Area,1,7,3754,6,2,430
4890,Super built-up  Area,0,5,1749,3,1,117
4891,Plot  Area,1,6,1750,3,2,215
4893,Built-up  Area,1,5,1449,3,2,100
4895,Built-up  Area,1,3,1400,2,1,80
4899,Super built-up  Area,1,5,1750,3,2,130
4900,Super built-up  Area,1,5,1450,3,2,100
4901,Super built-up  Area,1,5,1810,3,2,126
4902,Super built-up  Area,1,3,1246,2,1,62.3
4903,Super built-up  Area,1,5,1420,3,2,85
4904,Super built-up  Area,0,7,2658,5,3,187
4907,Built-up  Area,1,3,1367,2,2,62
4908,Built-up  Area,0,5,2254,3,2,170
4909,Super built-up  Area,1,3,1160,2,2,42
4911,Super built-up  Area,1,5,1711,3,3,75
4913,Super built-up  Area,1,3,1120,2,2,37.97
4914,Super built-up  Area,1,3,950,2,1,47
4915,Built-up  Area,1,3,1560,2,2,145
4919,Built-up  Area,1,3,1340,2,3,77
4920,Super built-up  Area,1,5,1846,3,3,145
4922,Super built-up  Area,0,3,1205,2,1,70
4923,Super built-up  Area,1,3,1140,2,1,36
4924,Super built-up  Area,1,3,1140,2,2,38.65
4925,Super built-up  Area,1,5,1300,2,1,63
4926,Super built-up  Area,1,3,1051,2,2,60
4928,Super built-up  Area,1,5,2500,4,1,260
4930,Built-up  Area,1,3,1135,2,2,32.91
4933,Super built-up  Area,1,5,1665,3,2,105
4934,Super built-up  Area,0,3,1220,2,2,48.79
4939,Super built-up  Area,1,3,1351,2,1,77
4940,Super built-up  Area,0,5,1636,3,1,119
4942,Super built-up  Area,1,3,1464,2,2,56
4943,Built-up  Area,1,1,418,1,1,12
4944,Built-up  Area,1,3,1339,2,2,62
4945,Super built-up  Area,0,5,2370,4,2,195
4946,Super built-up  Area,1,5,1530,2,2,74.5
4947,Super built-up  Area,1,3,1100,2,1,46
4949,Super built-up  Area,1,3,1290,2,2,52
4951,Super built-up  Area,1,5,1846,3,2,155
4952,Super built-up  Area,1,5,1847,3,2,135
4953,Plot  Area,1,6,3100,4,2,350
4954,Super built-up  Area,0,3,1430,2,2,110
4955,Super built-up  Area,0,3,935,2,1,45
4958,Super built-up  Area,0,5,1590,3,2,96.5
4962,Built-up  Area,1,5,3520,3,3,430
4967,Plot  Area,1,6,1632,3,1,128
4968,Super built-up  Area,1,5,1000,2,1,41
4969,Super built-up  Area,1,3,1065,2,1,58
4970,Super built-up  Area,0,5,1520,2,2,96
4971,Super built-up  Area,1,5,1075,2,1,43
4973,Built-up  Area,1,5,1539,2,2,52.36
4974,Super built-up  Area,1,3,1342,2,2,115
4975,Super built-up  Area,1,3,1004,2,1,49
4976,Super built-up  Area,1,3,1295,2,2,95
4977,Super built-up  Area,0,3,1098,2,1,74
4980,Built-up  Area,1,5,1450,3,1,68
4981,Super built-up  Area,0,1,654,1,1,37
4984,Super built-up  Area,0,3,1046,2,1,75
4985,Super built-up  Area,1,5,1950,3,3,165
4986,Super built-up  Area,0,5,1610,3,1,84.53
4988,Super built-up  Area,0,3,1151,2,2,50.5
4989,Super built-up  Area,1,3,1125,2,1,58
4993,Super built-up  Area,1,5,1850,3,2,90
4994,Super built-up  Area,1,3,1174,2,1,75
5002,Super built-up  Area,0,3,1314,2,2,78
5004,Super built-up  Area,1,3,1010,2,2,55
5009,Super built-up  Area,0,5,1520,2,2,125
5011,Super built-up  Area,0,3,1067,2,1,60
5013,Super built-up  Area,0,3,955,2,1,35.28
5014,Super built-up  Area,1,3,1418,2,2,104
5017,Super built-up  Area,0,3,1366,2,1,83
5018,Built-up  Area,1,3,1090,2,2,35.03
5019,Built-up  Area,1,5,1250,3,2,58
5022,Super built-up  Area,1,3,1470,2,2,170
5025,Super built-up  Area,1,5,1494,2,2,94.55
5026,Built-up  Area,0,5,1445,2,1,105
5027,Super built-up  Area,1,5,1397,3,3,105
5028,Super built-up  Area,0,1,606,1,1,40
5029,Built-up  Area,1,3,861,2,1,34.5
5031,Super built-up  Area,0,7,2461,6,2,353
5032,Super built-up  Area,1,3,1205,2,1,75
5037,Super built-up  Area,0,9,4500,7,3,294
5038,Super built-up  Area,1,3,1200,2,2,62
5039,Built-up  Area,1,5,1450,3,3,42
5040,Super built-up  Area,1,3,1139,2,2,60
5041,Super built-up  Area,1,5,1530,3,2,105
5043,Super built-up  Area,1,5,1575,3,3,101
5044,Super built-up  Area,1,1,650,1,1,25
5046,Super built-up  Area,1,5,1700,3,1,80
5047,Super built-up  Area,1,3,1090,2,2,48
5049,Plot  Area,0,4,1200,3,2,72
5050,Super built-up  Area,0,3,700,2,1,40
5051,Super built-up  Area,0,3,1437,2,1,71.13
5054,Super built-up  Area,0,3,1036,2,1,59.45
5056,Super built-up  Area,1,3,1125,2,2,40
5058,Super built-up  Area,1,5,2215,4,1,310
5059,Super built-up  Area,1,3,660,1,1,16
5062,Super built-up  Area,0,5,1804,3,1,115
5063,Super built-up  Area,0,5,1795,3,2,140
5064,Super built-up  Area,1,3,1050,2,1,50
5065,Super built-up  Area,1,5,2100,3,3,120
5072,Built-up  Area,1,3,940,2,2,49
5073,Built-up  Area,1,3,1280,2,2,80
5074,Super built-up  Area,1,7,2155,3,3,125
5075,Built-up  Area,1,8,3200,5,3,140
5077,Super built-up  Area,0,5,1255,2,1,95
5078,Super built-up  Area,1,5,1388,3,3,69.99
5079,Built-up  Area,0,0,905,1,1,52
5080,Super built-up  Area,1,3,1176,2,2,44
5081,Super built-up  Area,1,5,1390,2,2,61.16
5086,Super built-up  Area,1,5,1583,3,3,115
5088,Built-up  Area,1,3,1170,2,2,86
5090,Super built-up  Area,1,3,1075,2,2,30
5092,Super built-up  Area,0,5,1486,3,1,83.22
5094,Plot  Area,1,6,4830,5,1,390
5096,Super built-up  Area,0,5,1282,3,2,178
5097,Super built-up  Area,0,7,2790,4,3,198
5098,Super built-up  Area,1,7,2383,5,1,215
5099,Carpet  Area,1,3,1103,2,1,55
5100,Super built-up  Area,1,5,1577,3,2,67
5101,Built-up  Area,1,5,1465,3,2,80.01
5102,Built-up  Area,1,5,1600,3,1,64
5103,Built-up  Area,1,3,1090,2,2,45
5104,Super built-up  Area,0,5,1721,3,3,80.86
5106,Super built-up  Area,1,5,1450,3,2,71
5107,Super built-up  Area,1,3,1071,2,1,62
5108,Super built-up  Area,1,5,2266,3,2,169
5109,Super built-up  Area,1,5,2065,3,2,130
5110,Built-up  Area,1,5,1800,3,2,90
5113,Super built-up  Area,1,3,1123,2,1,56
5114,Super built-up  Area,1,5,1884,3,3,98
5116,Super built-up  Area,1,3,1145,2,1,75
5117,Super built-up  Area,0,5,1328,2,2,60
5118,Super built-up  Area,1,3,950,2,1,55
5120,Built-up  Area,1,3,1115,2,0,46
5121,Super built-up  Area,1,5,1318,3,1,54
5132,Super built-up  Area,1,3,1235,2,3,90
5133,Plot  Area,1,2,1200,2,0,63
5135,Super built-up  Area,1,3,1146,2,1,38
5140,Super built-up  Area,0,3,1070,2,1,49.65
5143,Built-up  Area,1,7,3080,2,1,285
5145,Built-up  Area,1,5,1400,2,3,50.06
5146,Super built-up  Area,1,3,1123,2,1,48
5148,Built-up  Area,1,3,787,2,1,31
5149,Super built-up  Area,1,5,1082,2,1,45
5153,Carpet  Area,1,3,1130,2,1,52
5156,Built-up  Area,1,5,1269,2,1,73
5159,Super built-up  Area,0,7,2689,6,2,245
5160,Super built-up  Area,0,5,1976,3,3,65.21
5161,Super built-up  Area,1,5,1820,3,3,77
5162,Super built-up  Area,1,5,1329,2,1,56
5165,Super built-up  Area,1,3,1205,2,1,40
5167,Super built-up  Area,1,3,1339,2,2,71.5
5170,Built-up  Area,1,3,1100,2,2,70
5174,Built-up  Area,1,1,810,1,0,21
5178,Super built-up  Area,1,3,1100,2,1,85
5179,Super built-up  Area,0,1,660,1,0,32.64
5182,Super built-up  Area,1,5,1925,3,3,110
5184,Built-up  Area,1,4,3339,3,0,250
5185,Built-up  Area,1,5,1475,2,2,74
5189,Super built-up  Area,1,3,1300,2,2,75
5191,Super built-up  Area,0,5,1559,3,2,120
5194,Super built-up  Area,1,5,1410,2,3,53.58
5196,Super built-up  Area,1,3,1339,2,2,58
5198,Super built-up  Area,1,3,1104,2,1,35.5
5200,Built-up  Area,1,5,1550,2,2,79
5201,Super built-up  Area,0,1,670,1,1,35
5202,Super built-up  Area,0,3,1483,2,1,98
5203,Super built-up  Area,1,5,1540,2,2,70
5208,Super built-up  Area,1,5,1460,2,2,75
5209,Super built-up  Area,1,3,1230,2,1,58
5210,Built-up  Area,1,3,1340,2,2,60
5212,Built-up  Area,0,5,2162,3,1,200
5213,Super built-up  Area,1,3,919,2,2,40
5215,Super built-up  Area,1,5,1733,2,3,85
5216,Super built-up  Area,1,5,1221,3,3,72
5218,Built-up  Area,1,7,2550,4,2,149
5221,Built-up  Area,1,1,710,2,2,40
5222,Super built-up  Area,0,5,1500,2,1,78.25
5223,Super built-up  Area,1,7,3122,6,2,237
5224,Super built-up  Area,1,5,2061,3,3,175
5226,Super built-up  Area,0,5,1255,2,1,95
5228,Super built-up  Area,1,3,1031,2,1,55
5229,Super built-up  Area,0,3,1210,2,1,74
5230,Super built-up  Area,1,3,950,2,1,40
5232,Super built-up  Area,0,3,1161,2,1,55.15
5233,Super built-up  Area,1,3,1303,2,2,44.17
5234,Super built-up  Area,1,3,1418,2,2,105
5237,Built-up  Area,1,3,1015,2,0,48
5239,Super built-up  Area,1,3,1010,2,1,40
5240,Super built-up  Area,1,5,1508,3,1,75
5241,Super built-up  Area,1,3,1275,2,1,87
5242,Built-up  Area,1,5,1460,3,1,70
5244,Super built-up  Area,1,3,1110,2,2,58
5245,Super built-up  Area,1,5,1832,3,1,125
5246,Super built-up  Area,0,3,1088,2,2,61.45
5247,Super built-up  Area,1,5,1564,3,1,104
5248,Super built-up  Area,0,3,1030,2,1,35.02
5250,Super built-up  Area,1,5,1700,3,1,95
5256,Super built-up  Area,0,3,999,2,1,43.66
5258,Super built-up  Area,0,3,1300,2,1,89.76
5259,Super built-up  Area,1,3,1265,2,1,78
5261,Super built-up  Area,0,7,1974,4,0,106
5262,Super built-up  Area,1,3,1180,2,2,40
5264,Super built-up  Area,1,5,1560,2,2,65
5266,Super built-up  Area,0,3,1085,2,1,41.23
5267,Super built-up  Area,1,5,1300,2,2,75
5268,Super built-up  Area,1,5,1600,3,2,56
5270,Super built-up  Area,1,3,795,2,2,32
5273,Built-up  Area,1,5,1475,2,1,200
5275,Super built-up  Area,1,5,1345,2,1,47
5277,Super built-up  Area,0,5,1706,3,2,135
5278,Super built-up  Area,0,7,2100,4,1,180
5280,Built-up  Area,1,5,1260,3,3,63.58
5282,Super built-up  Area,0,5,1260,2,1,45
5283,Super built-up  Area,0,3,1045,2,1,58
5285,Super built-up  Area,0,0,385,1,0,19.8
5287,Super built-up  Area,0,3,1113,2,1,50
5288,Super built-up  Area,0,7,2774,4,3,208
5289,Built-up  Area,1,3,1210,2,1,60
5291,Super built-up  Area,0,3,1155,2,1,55.5
5292,Super built-up  Area,0,3,1132,2,1,89
5293,Super built-up  Area,0,3,1359,2,2,104
5296,Built-up  Area,1,1,600,1,1,30
5299,Super built-up  Area,1,3,1009,2,2,56
5300,Super built-up  Area,1,5,1800,3,2,195
5301,Super built-up  Area,1,3,1226,2,2,52.71
5303,Super built-up  Area,1,3,1363,2,1,79
5306,Built-up  Area,1,6,2792,4,1,220
5308,Super built-up  Area,1,3,1060,2,2,42
5309,Built-up  Area,1,3,1200,2,1,67
5311,Built-up  Area,1,5,1495,2,2,75
5313,Built-up  Area,1,3,1440,2,2,170
5314,Super built-up  Area,0,5,1545,3,1,69
5315,Built-up  Area,1,5,1470,3,3,50
5317,Built-up  Area,1,5,1450,2,2,81
5319,Super built-up  Area,1,5,1650,3,2,110
5320,Super built-up  Area,1,5,1095,2,2,32
5322,Super built-up  Area,1,3,1143,2,1,62
5323,Super built-up  Area,1,3,1349,2,1,97.8
5324,Built-up  Area,1,5,1280,2,2,45
5326,Super built-up  Area,0,3,1216,2,1,69.06
5328,Super built-up  Area,1,3,1290,2,1,120
5330,Super built-up  Area,1,3,1156,2,2,42
5331,Super built-up  Area,1,3,1230,2,2,44
5332,Super built-up  Area,1,3,1070,2,2,33.15
5334,Super built-up  Area,0,3,1235,2,1,49.3
5335,Built-up  Area,1,3,1117,2,1,110
5336,Super built-up  Area,1,5,1724,3,2,124
5338,Super built-up  Area,1,1,600,1,1,43
5339,Super built-up  Area,1,5,1930,2,2,57.9
5340,Super built-up  Area,0,3,1216,2,1,75
5341,Built-up  Area,1,5,1452,3,3,60
5342,Super built-up  Area,1,3,1355,2,3,78
5344,Super built-up  Area,1,5,2145,3,3,190
5345,Super built-up  Area,1,3,957,2,1,53
5346,Built-up  Area,1,3,925,2,2,48
5347,Super built-up  Area,1,3,1550,2,3,59
5350,Super built-up  Area,0,3,1115,2,1,61
5351,Super built-up  Area,1,5,1692,3,2,83
5353,Super built-up  Area,1,5,1385,2,2,69
5354,Super built-up  Area,1,1,760,1,1,24.9
5355,Super built-up  Area,0,3,1335,2,2,67
5356,Super built-up  Area,1,3,910,2,1,45
5357,Super built-up  Area,1,5,1610,2,2,55
5358,Super built-up  Area,0,3,1341,2,1,75.76
5360,Super built-up  Area,1,5,1285,2,2,44.98
5367,Super built-up  Area,1,5,2448,3,2,400
5369,Super built-up  Area,0,1,500,1,1,31
5371,Super built-up  Area,1,3,1255,2,3,77
5372,Super built-up  Area,0,3,1040,2,2,50
5373,Super built-up  Area,1,3,1062,2,2,47
5374,Super built-up  Area,0,3,770,2,0,19.33
5375,Super built-up  Area,1,3,950,2,1,60
5376,Super built-up  Area,0,3,1216,2,1,73
5377,Super built-up  Area,1,3,1300,2,2,98
5379,Super built-up  Area,0,3,1033,2,1,52.58
5380,Super built-up  Area,0,3,1390,2,2,65.31
5382,Super built-up  Area,0,1,524,1,0,34.735
5383,Super built-up  Area,0,3,1140,2,2,45
5384,Super built-up  Area,1,1,670,1,1,36.85
5385,Super built-up  Area,0,7,2171,4,2,111
5386,Super built-up  Area,1,3,1136,2,1,48
5387,Built-up  Area,1,5,1477,2,2,80
5389,Super built-up  Area,0,3,1040,2,1,48.86
