CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS
C12483,1176.992085,1,890,400,490,0,0.583333,0.083333,0.416667,0,0,7,3000,640.607666
C12484,47.107274,0.818182,2226.06,0,2226.06,0,1,0,1,0,0,14,8500,2507.587709
C12485,289.529643,0.272727,110,110,0,1134.891542,0.083333,0.083333,0,0.166667,7,1,1200,697.009124
C12486,2689.040221,1,0,0,0,2928.671045,0,0,0,0.083333,2,0,9000,854.431761
C12487,14.871714,0.545455,62.7,62.7,0,0,0.083333,0.083333,0,0,0,1,3000,125.780361
C12488,35.360897,1,587.34,0,587.34,0,1,0,1,0,0,14,11500,549.036894
C12489,1902.665938,1,4666.51,4464.76,201.75,4120.44084,0.916667,0.833333,0.5,0.166667,10,46,7500,6153.484827
C12490,17.026818,1,453.24,0,453.24,0,1,0,1,0,0,12,2000,435.997908
C12491,229.540732,1,694.91,37.5,657.41,0,0.916667,0.166667,0.833333,0,0,15,7500,1016.090423
C12492,186.706199,1,868,0,868,0,0.5,0,0.416667,0,0,6,4000,618.964215
C12493,1264.152747,1,2358.28,2171.8,186.48,144.017573,1,0.5,0.833333,0.166667,2,28,2500,1175.753031
C12494,160.15008,1,1639.97,971.97,668,0,1,1,0.416667,0,0,20,7000,1579.491353
C12495,12856.15251,1,775.42,649.42,126,7362.379262,0.416667,0.25,0.333333,0.166667,11,16,14000,2885.335197
C12497,3034.686119,1,0,0,0,370.098258,0,0,0,0.083333,2,0,3000,91.692752
C12498,2537.257188,1,0,0,0,557.526465,0,0,0,0.166667,2,0,2750,933.01991
C12499,2376.483239,1,858.5,858.5,0,356.570057,0.333333,0.333333,0,0.166667,3,13,7000,748.290167
C12500,3625.207579,1,0,0,0,1274.199991,0,0,0,0.090909,1,0,6000,1009.287105
C12501,3904.008546,1,600,0,600,1433.189324,0.5,0,0.416667,0.5,6,6,4700,1154.910275
C12502,59.263479,0.181818,300.68,0,300.68,0,0.090909,0,0.090909,0,0,1,5000,3142.651675
C12503,1114.56327,0.727273,0,0,0,298.659126,0,0,0,0.083333,1,0,6000,3842.787673
C12504,1128.717636,1,55.69,55.69,0,56.453676,0.083333,0.083333,0,0.083333,1,3,1200,266.286419
C12505,451.905949,1,4468.71,3870.15,598.56,0,1,1,0.416667,0,0,53,4000,4009.961094
C12506,6074.986862,1,1000,1000,0,4360.872498,0.083333,0.083333,0,0.5,7,1,14000,1365.324882
C12507,3490.186741,1,816,638.91,177.09,0,0.583333,0.25,0.5,0,0,15,11500,947.039165
C12508,1368.99507,1,521.31,140,381.31,0,1,0.083333,1,0,0,20,3000,616.095965
C12509,60.52124,0.8,469,0,469,0,0.6,0,0.5,0,0,6,1000,541.359082
C12510,1961.322415,1,476.16,0,476.16,0,1,0,1,0,0,48,2000,791.091826
C12511,4153.477506,1,561.25,375.25,186,1222.725542,0.333333,0.083333,0.166667,0.583333,15,4,8000,1854.156679
C12512,22.523964,0.428571,346.3,0,346.3,0,1,0,1,0,0,7,1800,340.376582
C12513,7593.590618,1,0,0,0,3843.962731,0,0,0,0.083333,2,0,8000,1534.809766
C12514,46.054436,1,812.97,598.09,214.88,0,1,0.916667,1,0,0,24,6000,1314.537349
C12515,8771.507851,1,1082.98,497.08,585.9,4504.545269,1,0.5,0.833333,0.666667,26,26,18500,1964.195588
C12516,3008.66367,1,1137.62,659.62,478,3116.44095,0.75,0.416667,0.5,0.416667,12,16,6200,536.091856
C12517,215.213174,1,2326.52,136.8,2189.72,0,1,0.166667,1,0,0,75,3500,2374.80576
C12518,96.155647,1,1070.73,432.8,637.93,0,1,1,0.75,0,0,27,10000,1229.025203
C12519,1101.656754,1,1398.21,1243.5,154.71,0,0.75,0.416667,0.416667,0,0,16,7000,257.24454
C12520,4779.786334,1,1470.24,882.78,587.46,4962.936839,1,0.416667,1,0.666667,33,29,7000,4760.677367
C12521,765.880394,0.909091,0,0,0,1966.812413,0,0,0,0.083333,1,0,8500,2953.858729
C12522,4705.294706,1,0,0,0,9894.067335,0,0,0,0.916667,30,0,9000,8778.87795
C12523,2008.461205,1,0,0,0,2436.107429,0,0,0,0.083333,4,0,2900,3092.937061
C12524,2856.16815,1,29.5,29.5,0,103.141056,0.1,0.1,0,0.3,4,1,3000,508.056466
C12525,198.12512,1,0,0,0,973.656086,0,0,0,0.166667,5,0,1200,253.475631
C12526,27.851354,0.636364,262.71,0,262.71,0,0.583333,0,0.5,0,0,7,4000,404.572322
C12527,1487.657507,1,4115.98,3975.98,140,0,0.75,0.666667,0.25,0,0,31,5000,3922.394684
C12528,10915.55075,1,0,0,0,23130.82106,0,0,0,0.583333,23,0,15000,18341.95467
C12529,107.944741,0.875,118.16,118.16,0,472.818286,0.125,0.125,0,0.125,1,2,2500,192.781455
C12530,117.777688,0.727273,853.3,853.3,0,0,0.25,0.25,0,0,0,3,2000,851.921672
C12531,862.481024,1,2267.38,1674.75,592.63,282.991201,1,1,0.666667,0.166667,2,41,4500,3644.186477
C12532,7.153512,0.3,104.95,0,104.95,0,0.4,0,0.3,0,0,4,1500,271.567821
C12533,48.242289,0.727273,470.69,57,413.69,0,0.416667,0.083333,0.333333,0,0,5,18000,746.951133
C12534,490.368785,1,932.03,231.87,700.16,987.069944,0.416667,0.083333,0.25,0.083333,1,5,5500,3170.370677
C12535,1848.248809,1,307.12,307.12,0,0,0.083333,0.083333,0,0,0,2,8500,3421.846931
C12536,1417.979193,1,0,0,0,97.106059,0,0,0,0.285714,4,0,1500,201.425194
C12537,510.504804,0.727273,57,57,0,10239.08859,0.083333,0.083333,0,0.166667,6,1,12500,15043.66508
C12538,339.294514,1,2601.6,0,2601.6,0,1,0,1,0,0,12,1800,2582.18354
C12539,5151.912071,1,0,0,0,2873.077058,0,0,0,0.166667,4,0,7000,1362.424363
C12540,1203.464556,1,440,0,440,1472.061257,0.333333,0,0.25,0.083333,3,4,3000,584.787421
C12541,6437.92423,1,716.76,54.46,662.3,2365.445125,1,0.083333,0.916667,0.416667,10,33,7000,1364.331914
C12542,407.177714,0.909091,4236.36,2325.16,1911.2,0,0.833333,0.5,0.75,0,0,29,18500,3746.674803
C12543,3929.705042,1,935.71,0,935.71,5093.44832,0.833333,0,0.75,0.166667,3,34,6000,6409.769007
C12544,6909.058266,1,473.51,70,403.51,1031.583943,0.583333,0.083333,0.5,0.166667,4,11,7500,1593.897063
C12545,1054.905969,1,885.44,0,885.44,0,0.833333,0,0.833333,0,0,111,1000,1057.25415
C12546,3664.282588,1,493.34,260,233.34,0,0.416667,0.083333,0.416667,0,0,6,9500,1050.91005
C12547,6443.077147,0.909091,2155.13,1325.34,829.79,1650.039631,1,0.583333,1,0.416667,17,75,7500,9689.602075
C12548,4570.04875,1,888.98,888.98,0,1825.929322,0.416667,0.416667,0,0.166667,2,7,6000,1179.34586
C12549,3573.583803,0.888889,2513.46,2513.46,0,6181.23369,0.222222,0.222222,0,0.444444,12,6,9000,4776.370808
C12550,96.699394,0.545455,1475.23,1475.23,0,0,1,1,0,0,0,14,4000,1595.023315
C12551,4968.771623,1,3441.3,2416.7,1024.6,0,1,0.333333,0.833333,0,0,26,11500,1385.717858
C12552,1031.936983,0.727273,2308,608,1700,0,0.416667,0.083333,0.333333,0,0,9,3000,245.914697
C12553,3.847042,0.5,182.08,0,182.08,0,1,0,0.875,0,0,8,1500,191.067061
C12554,166.258538,0.909091,1377.31,827.35,549.96,133.878836,1,0.083333,1,0.083333,1,14,16000,1770.052426
C12555,1589.449271,1,255.75,187,68.75,0,0.333333,0.166667,0.166667,0,0,5,3500,599.044421
C12556,2305.313527,1,255.7,229.02,26.68,14.222216,0.545455,0.454545,0.181818,0.090909,1,8,6500,620.437714
C12557,818.310935,0.545455,1071.8,1020,51.8,752.292181,0.333333,0.25,0.166667,0.166667,3,6,2500,4763.080391
C12558,102.751154,1,1063.69,0,1063.69,0,1,0,1,0,0,29,7000,1928.089519
C12559,11416.64736,1,1347.7,0,1347.7,0,0.583333,0,0.583333,0,0,9,15500,2704.076105
C12560,2008.004976,1,75.5,75.5,0,0,0.166667,0.166667,0,0,0,2,5000,485.389275
C12561,5880.218671,0.666667,0,0,0,10590.41113,0,0,0,0.166667,1,0,11500,1828.239171
C12562,5354.109275,1,0,0,0,2660.070252,0,0,0,0.333333,7,0,7000,1408.437818
C12563,3207.605367,0.909091,0,0,0,3766.7883,0,0,0,0.090909,5,0,9000,750.543668
C12564,4319.531807,1,0,0,0,9085.908764,0,0,0,0.666667,19,0,7500,10339.93845
C12565,1343.165153,1,291.62,0,291.62,1461.717523,1,0,0.857143,0.142857,4,7,1500,276.342352
C12566,705.645246,1,1325.21,1017.21,308,0,0.75,0.583333,0.416667,0,0,14,3000,860.265446
C12567,112.01046,1,229,229,0,0,0.181818,0.181818,0,0,0,4,150,119.62682
C12568,1978.041097,1,0,0,0,1922.461395,0,0,0,0.166667,4,0,5500,1481.136548
C12569,468.769607,1,585.68,445.98,139.7,856.77615,0.666667,0.416667,0.416667,0.75,19,12,4500,1368.204953
C12570,15.531077,0.090909,0,0,0,1630.319983,0,0,0,0.083333,4,0,2000,1898.347582
C12571,1003.058842,1,1627,1627,0,0,0.333333,0.333333,0,0,0,12,1200,1897.171179
C12572,220.938626,1,2310.61,1375.61,935,0,1,1,0.5,0,0,33,18000,2588.893066
C12573,5236.290986,1,1780.79,1080.65,700.14,657.93913,1,0.666667,1,0.166667,5,93,17000,1230.806488
C12574,505.333425,0.909091,5176.62,5176.62,0,0,0.666667,0.666667,0,0,0,33,8500,4971.981428
C12575,17.896575,0.909091,265.97,0,265.97,0,1,0,0.916667,0,0,14,1000,224.528678
C12576,5550.171932,1,1026.26,1026.26,0,256.963408,0.583333,0.583333,0,0.083333,1,12,11000,1322.74282
C12577,236.507753,1,2692.65,2072.32,620.33,0,1,1,0.583333,0,0,45,1500,2375.560677
C12578,1132.282217,1,0,0,0,68.520455,0,0,0,0.083333,1,0,1200,281.613657
C12579,247.857188,0.454545,0,0,0,872.983058,0,0,0,0.333333,10,0,1200,253.663706
C12580,3312.222433,1,3729.7,2169.35,1560.35,0,1,1,1,0,0,81,8000,4974.329762
C12581,1373.252757,1,0,0,0,79.435812,0,0,0,0.166667,3,0,1500,303.776791
C12582,71.542751,1,561.38,0,561.38,0,1,0,1,0,0,32,1500,482.868194
C12583,0,0,609,0,609,0,1,0,1,0,0,12,2500,893.429001
C12584,147.418569,0.181818,1074,1074,0,0,0.083333,0.083333,0,0,0,2,5500,0
C12585,774.645244,1,190.54,0,190.54,2467.204866,0.416667,0,0.333333,0.25,4,6,1200,2365.524893
C12586,727.467671,1,420.88,0,420.88,429.481253,0.416667,0,0.333333,0.333333,4,7,4500,1190.41941
C12587,1115.208504,1,30,30,0,1484.671104,0.083333,0.083333,0,0.416667,11,1,1500,1839.908719
C12588,366.441008,0.636364,0,0,0,2838.753109,0,0,0,0.083333,3,0,3000,4634.133777
C12589,3891.346976,1,3629.8,50,3579.8,2538.561644,1,0.083333,1,0.166667,5,254,7500,8259.411897
C12590,7442.599092,1,1080,0,1080,3968.684047,0.666667,0,0.666667,0.25,29,24,8500,4365.058558
C12591,752.485849,0.727273,0,0,0,1075.239192,0,0,0,0.083333,4,0,1200,1321.798347
C12592,537.491488,1,1672.99,972.01,700.98,0,0.583333,0.416667,0.416667,0,0,25,1600,1306.526458
C12593,1890.946618,1,0,0,0,4561.090005,0,0,0,0.25,7,0,2500,4847.513095
C12594,11.269672,0.636364,248.31,0,248.31,0,0.416667,0,0.416667,0,0,10,9500,36.844388
C12595,50.006512,0.454545,701.25,0,701.25,0,0.333333,0,0.25,0,0,5,3500,1834.431851
C12596,5115.712849,1,4378.8,3195.58,1183.22,0,0.833333,0.333333,0.75,0,0,19,10000,2241.246911
C12597,984.724235,1,10243.48,4316.82,5926.66,0,1,0.333333,1,0,0,56,7500,11112.38396
C12598,952.379745,1,481.75,431.75,50,0,0.833333,0.666667,0.416667,0,0,20,1200,449.280028
C12599,160.681189,0.909091,993.5,896,97.5,0,0.333333,0.166667,0.166667,0,0,9,6500,980.963861
C12600,3461.183622,1,200,200,0,108.408059,0.083333,0.083333,0,0.083333,1,1,3500,1322.74089
C12601,232.638142,1,3161.02,2012.38,1148.64,0,1,0.583333,1,0,0,22,7000,2608.402427
C12602,126.134681,1,1197.12,1197.12,0,0,1,1,0,0,0,12,9000,936.326494
C12603,1958.649839,0.857143,1759.46,1759.46,0,3240.789709,0.571429,0.571429,0,0.857143,16,11,7000,226.879675
C12604,24.099873,1,294,0,294,0,1,0,1,0,0,12,5000,303.409519
C12605,4424.767314,0.833333,0,0,0,7013.528326,0,0,0,0.666667,13,0,7000,864.1411
C12606,2297.708974,1,0,0,0,797.536774,0,0,0,0.083333,2,0,3000,893.62955
C12607,1667.269812,1,86.69,86.69,0,715.747319,0.083333,0.083333,0,0.083333,2,1,5500,313.750208
C12608,74.254958,1,952.16,463.04,489.12,0,1,0.916667,0.583333,0,0,24,7000,913.302873
C12609,9.526312,0.545455,92.02,0,92.02,0,0.5,0,0.5,0,0,6,1600,100.915736
C12610,95.853493,0.545455,796.9,0,796.9,0,0.75,0,0.75,0,0,9,1950,1475.770687
C12611,772.206384,1,1319.19,1296.69,22.5,1581.026455,0.666667,0.666667,0.083333,0.333333,6,27,1200,2853.125011
C12612,533.163378,0.909091,0,0,0,930.378581,0,0,0,0.166667,2,0,1800,1753.60425
C12613,66.65712,1,585.87,585.87,0,0,1,1,0,0,0,12,10000,570.478919
C12614,918.401897,0.454545,0,0,0,3176.804663,0,0,0,0.166667,2,0,3500,4404.853578
C12615,1630.676858,1,0,0,0,275.166058,0,0,0,0.090909,1,0,1950,558.164261
C12616,2384.257016,1,0,0,0,99.110887,0,0,0,0.166667,2,0,2500,564.37975
C12617,25.706551,0.909091,133.86,0,133.86,0,0.333333,0,0.25,0,0,6,9500,148.214416
C12618,956.303408,0.857143,1451.5,1451.5,0,0,0.571429,0.571429,0,0,0,54,1200,210.435488
C12619,40.627614,1,528.08,528.08,0,0,1,1,0,0,0,16,2000,384.322913
C12620,5010.879703,1,0,0,0,2181.390333,0,0,0,0.25,7,0,7000,1327.690018
C12621,1822.259235,1,0,0,0,1672.653551,0,0,0,0.25,4,0,2500,589.389711
C12622,4936.913341,1,407.81,351.81,56,2790.468488,0.333333,0.25,0.083333,0.333333,7,4,5000,2189.546633
C12623,93.964086,1,815.34,149.04,666.3,0,0.916667,0.25,0.75,0,0,14,2500,361.786239
C12624,512.946312,1,4391.87,3943.37,448.5,422.496562,1,1,0.666667,0.166667,2,46,16500,4962.461845
C12625,680.889818,1,2445.24,2253.76,191.48,0,1,1,0.333333,0,0,36,3400,2082.619124
C12626,2177.338711,1,0,0,0,430.534073,0,0,0,0.083333,2,0,2500,943.909555
C12627,1055.833418,1,351.54,61.54,290,0,1,0.083333,0.916667,0,0,13,3000,585.022975
C12628,153.949311,0.363636,0,0,0,3988.242395,0,0,0,0.25,7,0,11500,2699.969008
C12629,5906.184924,1,141.8,141.8,0,1651.286918,0.125,0.125,0,1.125,12,2,10000,933.969974
C12630,1061.394006,1,0,0,0,320.869981,0,0,0,0.333333,8,0,8500,273.383468
C12631,8.187263,0.111111,0,0,0,793.848237,0,0,0,0.111111,1,0,1350,0
C12632,126.018616,1,1218.24,0,1218.24,0,1,0,1,0,0,18,5000,1040.640647
C12633,462.598215,1,1319.26,1319.26,0,0,0.083333,0.083333,0,0,0,1,3500,98.018318
C12634,195.575108,1,2984.34,2754.92,229.42,0,1,1,0.416667,0,0,28,14500,1885.940209
C12635,4759.70237,1,614.01,473.01,141,6791.261503,1,1,0.083333,0.5,8,14,7500,7324.826511
C12636,1581.742203,1,0,0,0,335.348071,0,0,0,0.166667,2,0,1800,463.88804
C12637,1026.201421,1,0,0,0,244.88819,0,0,0,0.166667,2,0,1200,440.519737
C12638,1585.806548,1,0,0,0,274.3843,0,0,0,0.083333,1,0,2000,566.302426
C12639,645.181409,0.636364,0,0,0,2014.386387,0,0,0,0.166667,2,0,1400,2185.891694
C12640,237.861439,1,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3,6,3200,589.35887
C12641,297.004363,1,2729,1409,1320,0,1,0.083333,1,0,0,14,16500,1275.398838
C12642,2895.765754,0.909091,2753.35,1960,793.35,0,0.727273,0.090909,0.636364,0,0,8,9000,861.251403
C12643,14.58126,0.272727,87.3,0,87.3,0,0.083333,0,0.083333,0,0,1,8000,669.767901
C12644,310.795046,0.909091,0,0,0,2810.45573,0,0,0,0.166667,2,0,7500,2811.544882
C12645,3470.333673,1,1184.98,757.95,427.03,6370.145895,0.5,0.333333,0.333333,0.666667,18,14,7000,4291.341088
C12646,989.022229,1,0,0,0,559.200528,0,0,0,0.416667,5,0,1200,1071.879544
C12647,2048.834742,1,3342.9,1907.9,1435,436.15809,1,0.3,0.9,0.1,5,45,2500,1685.441335
C12648,3037.476732,0.727273,1225.79,0,1225.79,6560.352738,1,0,1,0.25,10,58,5100,7799.250959
C12650,1072.257388,1,0,0,0,39.265903,0,0,0,0.083333,1,0,1200,286.46296
C12651,5097.916969,1,139.67,139.67,0,3365.390269,0.5,0.5,0,0.25,22,6,6000,3313.162847
C12652,975.820862,1,66.72,0,66.72,0,0.333333,0,0.333333,0,0,4,1000,254.277454
C12653,5827.830678,1,577.98,358.02,219.96,2191.528662,1,0.083333,1,0.333333,7,13,6000,1771.36501
C12654,7543.580736,1,0,0,0,2925.55754,0,0,0,0.083333,9,0,8500,1738.415018
C12655,87.802127,0.818182,803.95,803.95,0,0,0.5,0.5,0,0,0,8,1000,1134.379946
C12656,3268.304631,1,340.57,250.48,90.09,2671.441618,0.583333,0.083333,0.5,0.333333,10,8,6000,1282.359
C12657,45.295495,1,451.01,0,451.01,0,1,0,1,0,0,78,7500,481.372024
C12658,234.183227,1,617.3,169.8,447.5,282.667958,0.916667,0.166667,0.75,0.25,4,12,2500,1436.234437
C12659,36.868847,1,360,0,360,0,0.5,0,0.416667,0,0,6,3000,286.431721
C12660,334.1265,0.818182,0,0,0,1783.362859,0,0,0,0.416667,10,0,1400,1811.558237
C12661,193.12654,1,1955.98,0,1955.98,0,1,0,1,0,0,53,2500,1891.721179
C12663,443.202789,1,350.31,0,350.31,153.173663,0.25,0,0.166667,0.25,3,3,4500,398.335288
C12664,23.39023,0.636364,291.7,0,291.7,0,0.583333,0,0.583333,0,0,7,2500,453.889925
C12665,1872.934017,1,382.5,310,72.5,0,0.416667,0.416667,0.083333,0,0,7,1950,463.938794
C12666,2490.787594,1,176.65,66.69,109.96,152.712134,1,0.25,0.833333,0.083333,1,14,2500,857.979134
C12667,3212.093869,1,2203.68,1776.68,427,1076.466158,1,1,0.75,0.166667,3,25,6000,2007.453777
C12668,339.406259,1,14.28,0,14.28,0,0.416667,0,0.416667,0,0,5,10500,1263.292815
C12669,11077.99148,1,3419.92,3419.92,0,7837.414142,0.5,0.5,0,0.583333,12,8,12000,10934.50273
C12670,899.195559,0.909091,921.94,256.1,665.84,5903.784384,0.916667,0.25,0.833333,0.333333,6,20,5000,6368.638423
C12671,1154.410108,0.909091,0,0,0,2593.398852,0,0,0,0.083333,1,0,3000,2607.110273
C12672,846.223191,0.545455,437.6,437.6,0,4638.435613,0.083333,0.083333,0,0.333333,7,1,14500,1092.822745
C12673,597.44365,1,0,0,0,36.582227,0,0,0,0.083333,1,0,1500,1572.905114
C12674,4413.803457,1,0,0,0,2007.044461,0,0,0,0.666667,11,0,5000,1305.912583
C12675,3586.05105,1,141,40,101,1072.395255,0.5,0.083333,0.416667,0.25,3,7,4350,3843.798591
C12676,1965.755378,1,889.66,580.09,309.57,0,1,0.583333,1,0,0,34,2500,2612.998677
C12677,19.897641,0.727273,375.23,0,375.23,0,0.916667,0,0.833333,0,0,11,6000,390.112154
C12678,2740.10065,1,169.19,169.19,0,464.040014,0.083333,0.083333,0,0.083333,1,2,3200,1108.374243
C12679,393.700868,1,0,0,0,673.644618,0,0,0,0.166667,3,0,1000,319.088414
C12680,459.134859,1,223.34,0,223.34,0,0.666667,0,0.666667,0,0,9,500,498.401939
C12681,4805.164203,1,0,0,0,949.587804,0,0,0,0.083333,2,0,8500,1260.875219
C12682,6668.982024,1,0,0,0,2230.439984,0,0,0,0.333333,7,0,7500,1752.332514
C12683,1238.049848,1,45.65,45.65,0,2475.656139,0.083333,0.083333,0,0.416667,10,1,1500,2643.105215
C12684,7801.511533,1,231.4,231.4,0,4109.465221,0.1,0.1,0,1.1,20,3,13500,1593.617739
C12685,1114.506863,1,602.07,0,602.07,0,1,0,0.833333,0,0,15,1800,676.487532
C12686,1212.426549,1,265.22,265.22,0,0,0.166667,0.166667,0,0,0,2,3000,332.755679
C12687,210.870503,1,664.05,664.05,0,0,0.2,0.2,0,0,0,5,7500,728.19268
C12688,6493.033342,1,447.5,447.5,0,1664.47374,0.416667,0.416667,0,0.583333,8,6,8000,1907.59974
C12689,3106.036183,1,2128.56,1036.24,1092.32,2346.894867,0.916667,0.416667,0.75,0.416667,8,27,7200,5564.776852
C12690,909.560162,1,912.1,669.88,242.22,752.060162,0.25,0.25,0.166667,0.416667,11,16,1200,1476.333722
C12691,3633.533005,1,383.2,383.2,0,49.167984,0.083333,0.083333,0,0.083333,1,2,11000,1061.683135
C12692,86.650277,0.727273,910.51,0,910.51,0,0.583333,0,0.5,0,0,14,7000,884.056926
C12693,86.547135,0.818182,789.45,789.45,0,0,0.416667,0.416667,0,0,0,5,2500,1370.171713
C12694,144.513072,0.727273,758.5,0,758.5,0,0.666667,0,0.583333,0,0,12,3000,860.545375
C12695,1182.324933,1,0,0,0,258.13761,0,0,0,0.583333,8,0,1200,503.164651
C12696,32.821775,1,644.99,0,644.99,0,1,0,1,0,0,33,4000,579.016837
C12697,1.365808,0.142857,60,60,0,0,0.142857,0.142857,0,0,0,1,4000,0
C12698,119.604008,1,1068.28,0,1068.28,0,1,0,0.888889,0,0,18,1000,828.169919
C12699,134.238558,1,420,287,133,0,0.583333,0.083333,0.416667,0,0,7,7500,519.436959
C12700,128.48978,1,462.86,0,462.86,0,1,0,1,0,0,34,3000,381.3599
C12701,749.168331,0.777778,164.9,164.9,0,1806.070919,0.111111,0.111111,0,0.666667,10,2,2000,190.995312
C12702,1544.585361,1,0,0,0,549.062884,0,0,0,0.083333,2,0,2000,408.068987
C12703,172.131105,1,1666.95,0,1666.95,0,1,0,1,0,0,38,2500,1326.099687
C12704,266.475852,0.272727,0,0,0,1560.735908,0,0,0,0.166667,2,0,1500,792.623374
C12705,549.915249,1,1556.66,912.7,643.96,0,1,1,1,0,0,41,11000,2285.324243
C12706,0,0,1090.69,815.7,274.99,0,0.5,0.166667,0.416667,0,0,17,1800,0
C12707,8559.236795,1,170,170,0,3260.296078,0.083333,0.083333,0,0.25,11,1,9000,1541.113331
C12708,6810.401782,1,635.76,164.32,471.44,3863.40531,0.916667,0.083333,0.916667,0.25,13,17,10000,3161.148768
C12709,2917.656276,1,141.81,141.81,0,2431.292076,0.166667,0.166667,0,0.583333,10,2,8000,993.289914
C12710,542.807485,1,220.62,220.62,0,0,0.166667,0.166667,0,0,0,3,2000,608.782428
C12712,2362.643772,1,2826.99,1496.59,1330.4,0,1,0.75,1,0,0,97,3000,1748.687628
C12713,4164.796859,1,784.63,617.54,167.09,0,0.454545,0.454545,0.181818,0,0,16,9000,1072.433416
C12714,1304.460033,1,0,0,0,78.763096,0,0,0,0.166667,2,0,1500,395.136073
C12715,1601.692049,1,61.46,0,61.46,0,0.25,0,0.25,0,0,6,4000,399.369214
C12716,4556.537803,0.909091,1450,1450,0,2260.73569,0.090909,0.090909,0,0.181818,2,1,9000,1010.845518
C12717,751.398349,1,1977.5,747.5,1230,611.974158,0.833333,0.5,0.5,0.083333,1,21,3500,1068.053378
C12718,1510.111755,1,1895.25,541.57,1353.68,0,1,0.166667,0.75,0,0,23,9000,1711.89518
C12719,3490.855736,1,1039.48,1039.48,0,4200.991254,0.083333,0.083333,0,0.25,10,3,9000,1091.424125
C12720,6384.360491,1,1856.84,1394.21,462.63,2144.180453,0.333333,0.333333,0.166667,0.75,26,19,7500,2275.686606
C12721,1327.653853,1,20.9,20.9,0,0,0.083333,0.083333,0,0,0,1,1500,287.690115
C12722,9226.646604,1,671.31,671.31,0,6171.934509,0.5,0.5,0,0.5,12,12,12000,2726.318749
C12723,3441.516174,1,358.68,0,358.68,0,1,0,0.916667,0,0,12,7500,1376.000823
C12724,1117.34082,1,474.96,0,474.96,0,1,0,1,0,0,12,1000,609.837201
C12725,1828.62196,1,0,0,0,689.185829,0,0,0,0.083333,1,0,2300,2466.964742
C12726,3011.469977,1,582.28,0,582.28,3325.302419,1,0,1,0.333333,8,14,6500,2975.129814
C12727,99.680638,0.818182,0,0,0,437.399211,0,0,0,0.333333,5,0,10500,661.87877
C12728,1517.559661,1,0,0,0,456.396077,0,0,0,0.166667,2,0,1950,473.175712
C12729,101.025128,0.454545,0,0,0,1846.252071,0,0,0,0.333333,10,0,6500,5321.022187
C12730,12.737355,0.909091,152.73,0,152.73,0,0.75,0,0.666667,0,0,9,1200,159.150457
C12731,1135.816377,1,520.24,520.24,0,0,0.583333,0.583333,0,0,0,10,1200,706.605439
C12732,24.1725,0.727273,270,0,270,0,0.818182,0,0.818182,0,0,6,8500,378.193141
C12733,763.696095,1,1229.42,1229.42,0,0,1,1,0,0,0,34,7000,2422.735455
C12734,8073.909084,1,0,0,0,3860.699586,0,0,0,0.916667,25,0,8500,2414.311297
C12735,745.157677,1,485.17,485.17,0,0,0.166667,0.166667,0,0,0,2,3000,191.111587
C12736,32.915398,0.727273,192.99,68.6,124.39,0,0.333333,0.083333,0.25,0,0,5,6000,153.983501
C12737,8198.627284,1,0,0,0,2909.753084,0,0,0,0.416667,6,0,14000,2141.722429
C12738,623.955961,0.818182,0,0,0,2119.702403,0,0,0,0.166667,3,0,1200,1838.851003
C12739,2123.483416,1,2453.18,2051.52,401.66,0,0.583333,0.5,0.5,0,0,33,7500,517.974559
C12740,939.348677,1,50,50,0,0,0.083333,0.083333,0,0,0,1,1000,315.440785
C12741,1372.486104,1,3005.25,1507.99,1497.26,315.120089,1,0.833333,1,0.166667,2,61,3000,3462.386054
C12742,123.05867,1,151.92,0,151.92,0,1,0,1,0,0,12,3500,447.181346
C12743,72.794263,1,227.64,0,227.64,0,1,0,1,0,0,12,2500,159.044676
C12744,2376.965338,1,0,0,0,1321.906162,0,0,0,0.333333,4,0,3000,549.457948
C12745,57.257195,0.818182,472.5,472.5,0,0,0.75,0.75,0,0,0,9,7227.272727,598.240579
C12746,7499.658084,1,160,160,0,3603.787202,0.166667,0.166667,0,0.166667,3,2,13550,1962.972636
C12747,1564.3964,0.727273,1330,0,1330,1906.43522,0.416667,0,0.416667,0.083333,1,6,8000,1078.907798
C12748,4644.779013,1,4820.68,4063.61,757.07,0,0.833333,0.75,0.5,0,0,54,9200,1076.138168
C12749,7418.314012,1,901.62,858.82,42.8,0,0.333333,0.166667,0.166667,0,0,4,14500,2273.945099
C12750,6001.428376,1,0,0,0,2404.829712,0,0,0,0.166667,2,0,9000,1369.894805
C12751,1127.139413,1,185,140,45,737.622804,0.166667,0.166667,0.166667,0.166667,2,4,6100,2166.388477
